aX,aY,aZ,gX,gY,gZ
0.021,0.942,0.135,1.831,-1.160,-0.977
0.010,0.934,0.140,1.160,-1.221,-0.732
0.004,0.929,0.143,0.427,-0.488,-0.549
0.010,0.941,0.140,-0.122,0.549,-0.244
0.034,0.960,0.122,0.244,0.671,-0.366
0.033,0.965,0.117,0.732,-0.061,-0.854
0.036,0.970,0.130,1.221,-0.916,-1.099
0.050,0.972,0.135,1.526,-1.587,-0.977
0.044,0.970,0.139,1.282,-2.075,-0.916
0.032,0.961,0.134,1.648,-2.075,-0.916
0.023,0.950,0.127,2.380,-1.831,-0.916
0.014,0.935,0.129,2.991,-1.282,-0.916
0.011,0.930,0.134,2.380,-0.610,-0.916
0.007,0.925,0.141,1.282,0.183,-0.977
0.005,0.927,0.142,0.488,0.793,-0.793
0.026,0.949,0.128,0.122,1.160,-0.916
0.031,0.957,0.127,-0.061,0.793,-1.465
0.022,0.960,0.132,-0.244,0.549,-1.648

4.000,2.945,4.000,-560.547,439.209,-52.124
2.160,4.000,0.415,-242.310,92.896,68.787
-0.514,2.347,0.182,-159.851,11.169,70.618
1.053,1.891,-0.680,46.570,-20.935,-27.283
1.559,1.981,-1.218,186.584,-33.630,-121.887
0.767,0.868,-0.002,93.689,-62.256,-144.958
0.328,1.096,0.024,-7.935,-18.494,-27.100
0.085,0.726,0.225,-46.936,13.855,48.401
-0.052,0.521,0.268,-33.752,26.367,71.594
-0.256,0.512,0.093,1.648,28.320,82.031
-0.294,0.519,-0.021,30.884,20.203,76.843
-0.196,0.556,-0.028,44.189,7.080,59.875
-0.142,0.684,-0.027,43.030,-4.333,39.429
-0.083,0.721,0.051,36.987,-17.334,10.010
-0.045,0.815,0.108,39.917,-25.024,-10.010
0.000,0.899,0.155,39.246,-23.193,-20.203
0.031,0.947,0.159,27.832,-15.015,-23.071
0.046,1.002,0.144,18.677,-8.423,-17.517
0.080,1.040,0.103,16.724,-3.845,-15.747
0.111,1.069,0.065,12.207,0.610,-13.794
0.117,1.089,0.045,9.583,1.648,-10.925
0.121,1.102,0.047,10.132,0.366,-6.897
0.117,1.090,0.066,12.024,-1.526,-3.479
0.091,1.046,0.086,16.235,-3.113,-1.221
0.072,0.999,0.088,21.851,-4.089,-0.549
0.049,0.954,0.089,26.306,-4.578,-0.549
0.021,0.912,0.100,26.855,-3.906,-0.916
0.016,0.885,0.105,23.682,-2.563,-0.793
0.003,0.863,0.116,19.226,-1.282,-0.305
-0.006,0.857,0.126,13.672,-0.061,-0.122
0.010,0.878,0.129,8.972,0.854,-0.305
0.018,0.891,0.134,5.737,1.221,-1.099
0.035,0.911,0.125,3.662,1.892,-2.319
0.050,0.932,0.125,2.563,2.563,-3.235
0.060,0.951,0.124,2.258,3.418,-3.662
0.068,0.967,0.119,2.441,4.150,-3.723
0.071,0.973,0.113,3.235,4.333,-3.784
0.068,0.980,0.107,3.296,4.700,-3.052
0.085,0.995,0.097,2.991,5.005,-1.892
0.096,1.000,0.095,3.113,4.517,-1.160
0.080,0.991,0.100,3.479,3.357,-0.793
0.073,0.977,0.104,4.028,2.319,-0.366
0.064,0.954,0.112,4.272,1.709,0.305
0.056,0.945,0.120,3.784,1.648,0.732
0.055,0.933,0.121,3.418,1.282,0.793
0.050,0.927,0.125,3.174,0.732,0.671
0.049,0.931,0.129,3.174,0.732,0.549
0.066,0.946,0.127,3.540,0.671,0.000
0.074,0.959,0.129,4.272,0.427,-0.488
0.069,0.962,0.132,5.005,0.305,-1.160
0.064,0.956,0.137,4.822,0.305,-1.221
0.066,0.961,0.139,4.517,0.366,-0.977
0.078,0.968,0.137,4.395,0.366,-0.854
0.078,0.970,0.133,5.005,0.366,-1.343
0.070,0.966,0.130,5.432,0.488,-1.709
0.067,0.961,0.126,5.676,0.427,-1.648
0.067,0.955,0.128,5.310,0.061,-1.221
0.068,0.958,0.129,4.761,-0.427,-0.916
0.069,0.954,0.133,4.578,-1.038,-0.671
0.067,0.953,0.134,4.700,-1.709,-0.366
0.061,0.944,0.132,4.395,-2.136,-0.366
0.049,0.936,0.131,3.540,-2.319,-0.122
0.037,0.924,0.136,2.930,-2.258,0.183
0.042,0.926,0.134,2.319,-1.465,0.488
0.079,0.952,0.118,1.892,-0.549,0.610
0.087,0.960,0.114,1.648,-0.793,-0.183
0.066,0.957,0.125,1.587,-1.648,-0.916
0.057,0.947,0.137,1.587,-1.831,-0.793
0.049,0.939,0.145,1.526,-1.160,-0.122
0.041,0.936,0.144,1.404,-0.122,0.366
0.060,0.951,0.118,1.648,0.793,0.427
0.067,0.945,0.102,2.014,0.671,-0.305
0.051,0.942,0.112,1.526,-0.244,-0.610
0.046,0.940,0.128,0.488,-0.305,-0.183
0.043,0.939,0.143,-0.305,0.122,0.305
0.039,0.935,0.146,-0.793,0.793,0.671
0.048,0.943,0.138,-0.732,1.587,0.793
0.080,0.962,0.120,0.183,2.075,0.305
0.084,0.968,0.112,0.488,1.587,-0.671
0.070,0.965,0.115,0.793,0.732,-1.343
0.064,0.962,0.130,0.793,0.549,-0.854
0.061,0.956,0.138,0.671,1.038,0.061
0.059,0.959,0.134,0.854,1.648,0.671
0.088,0.966,0.111,1.404,1.892,0.671
0.093,0.966,0.108,1.770,1.099,-0.061
0.074,0.958,0.121,1.587,0.305,-0.977
0.062,0.949,0.137,1.465,0.000,-0.854
0.054,0.940,0.146,1.404,0.305,-0.366
0.041,0.929,0.141,0.732,0.854,-0.183
0.046,0.942,0.118,0.305,1.404,-0.305
0.075,0.952,0.108,0.427,1.526,-0.488
0.071,0.958,0.116,0.488,1.404,-0.916
0.066,0.959,0.132,0.427,1.099,-0.916
0.061,0.955,0.144,0.671,1.221,-0.549
0.054,0.949,0.146,0.671,1.892,0.183
0.061,0.954,0.132,0.610,2.136,0.549
0.072,0.957,0.116,0.732,1.648,0.061
0.067,0.956,0.114,0.916,0.549,-0.610
0.059,0.954,0.126,1.038,-0.122,-0.610
0.059,0.950,0.136,0.671,0.122,-0.122
0.059,0.950,0.142,0.122,0.427,0.305
0.073,0.958,0.133,0.183,0.610,0.488
0.084,0.965,0.123,0.305,0.305,0.183
0.081,0.966,0.117,0.366,-0.183,-0.549
0.076,0.969,0.129,0.732,-0.305,-0.916
0.068,0.965,0.137,1.282,-0.427,-0.854
0.059,0.952,0.131,1.709,-0.427,-0.244
0.055,0.946,0.128,1.892,-0.366,-0.061
0.067,0.945,0.130,2.014,-0.122,0.122
0.064,0.941,0.133,1.892,-0.366,-0.183
0.064,0.941,0.133,1.526,-0.549,-0.427
0.060,0.939,0.129,1.404,-0.427,-0.488
0.067,0.946,0.121,1.404,0.061,-0.244
0.078,0.955,0.116,0.977,0.122,-0.305
0.073,0.962,0.118,0.610,-0.122,-0.549
0.069,0.960,0.128,0.305,-0.305,-0.610
0.066,0.960,0.135,0.244,-0.244,-0.732
0.069,0.961,0.137,0.671,0.122,-0.916
0.073,0.959,0.131,1.099,0.427,-1.099

3.998,1.988,4.000,-624.084,628.540,-34.729
3.936,4.000,0.911,-295.166,243.286,54.382
-0.439,2.532,0.302,-165.833,64.758,48.767
0.525,1.567,-0.410,-94.849,-8.301,-46.753
1.488,2.185,-1.321,94.421,-26.978,-125.061
1.191,1.129,-1.187,147.156,-72.876,-173.218
0.231,0.823,0.383,0.732,-125.671,-82.886
-0.089,0.805,0.003,-5.066,-33.020,68.909
-0.125,0.624,0.064,59.387,19.226,136.292
-0.221,0.570,0.328,67.078,23.987,133.362
-0.210,0.630,0.125,36.804,32.898,79.346
-0.143,0.713,-0.052,21.729,22.522,35.950
-0.113,0.636,0.001,24.292,-3.601,11.292
-0.121,0.705,0.085,27.466,-25.879,0.183
-0.100,0.765,0.188,22.095,-32.227,-9.399
-0.042,0.856,0.164,3.418,-14.160,-14.954
0.001,0.942,0.152,-6.653,0.122,-15.869
0.060,1.011,0.114,-3.723,5.066,-13.977
0.091,1.048,0.074,2.563,6.042,-12.146
0.119,1.078,0.045,7.751,5.554,-10.864
0.130,1.095,0.041,13.184,2.747,-8.484
0.131,1.086,0.053,19.775,-0.732,-5.859
0.092,1.037,0.075,25.452,-3.662,-4.395
0.068,0.983,0.088,28.259,-5.432,-3.235
0.058,0.938,0.088,28.625,-6.165,-1.099
0.027,0.899,0.095,28.015,-5.981,0.366
0.007,0.871,0.101,26.611,-4.761,1.892
-0.013,0.859,0.118,22.278,-3.296,2.441
-0.026,0.856,0.137,16.663,-1.343,2.075
-0.005,0.890,0.125,11.597,0.610,0.977
0.056,0.922,0.113,8.606,0.977,-1.221
0.047,0.946,0.131,6.287,-0.244,-3.174
0.034,0.961,0.144,3.845,0.610,-3.601
0.042,0.970,0.159,2.991,3.235,-2.747
0.036,0.974,0.163,3.052,5.920,-2.136
0.029,0.978,0.137,4.089,8.240,-1.587
0.063,0.994,0.082,6.470,8.972,-0.854
0.097,0.993,0.060,7.874,7.263,-0.488
0.084,0.993,0.070,6.042,4.761,-0.610
0.069,0.990,0.095,3.845,3.296,-0.122
0.056,0.978,0.116,2.808,2.808,0.916
0.035,0.945,0.128,2.319,3.296,1.892
0.016,0.917,0.128,1.526,4.456,2.563
0.011,0.913,0.131,0.549,5.615,2.563
0.039,0.929,0.115,0.427,6.531,2.380
0.069,0.947,0.091,0.916,6.165,1.343
0.069,0.958,0.095,0.671,4.395,0.000
0.060,0.967,0.116,-0.122,3.418,-0.366
0.063,0.977,0.131,-0.244,3.357,0.061
0.060,0.979,0.141,0.916,3.540,0.916
0.063,0.988,0.140,2.563,3.784,1.587
0.088,1.000,0.131,5.432,4.211,1.526
0.108,1.009,0.112,8.240,3.723,0.549
0.090,0.995,0.094,9.766,2.319,-0.854
0.074,0.979,0.094,9.827,0.427,-1.526
0.059,0.962,0.113,8.850,-0.488,-1.526
0.047,0.948,0.127,7.935,-1.099,-1.343
0.049,0.948,0.131,7.874,-1.465,-1.038
0.043,0.944,0.137,8.423,-1.770,-1.160
0.043,0.935,0.130,8.301,-1.648,-1.526
0.047,0.937,0.114,7.019,-1.282,-1.648
0.044,0.935,0.107,5.371,-1.648,-1.892
0.033,0.931,0.117,4.150,-2.075,-2.014
0.031,0.927,0.132,2.991,-1.587,-1.160
0.028,0.923,0.144,1.953,-0.977,-0.244
0.022,0.922,0.147,0.977,-0.305,0.549
0.034,0.938,0.132,0.366,0.183,0.854
0.055,0.960,0.109,0.183,0.549,0.244
0.055,0.969,0.102,0.977,-0.183,-0.854
0.060,0.977,0.111,1.587,-0.549,-1.404
0.055,0.975,0.127,2.014,-0.427,-0.854
0.048,0.964,0.138,2.441,-0.427,0.000
0.047,0.957,0.143,2.502,-0.183,0.610
0.049,0.950,0.139,2.869,0.000,0.671
0.040,0.945,0.130,3.052,-0.061,0.122
0.031,0.942,0.119,3.296,-0.061,-0.427
0.045,0.949,0.104,2.991,0.000,-0.549
0.061,0.964,0.105,2.258,-0.488,-0.793
0.060,0.973,0.124,1.465,-1.282,-1.099
0.054,0.969,0.137,1.038,-2.014,-1.160
0.053,0.964,0.141,1.099,-2.258,-0.977
0.057,0.961,0.135,1.099,-2.502,-0.977
0.057,0.960,0.133,1.160,-2.747,-1.282
0.055,0.958,0.137,1.343,-2.930,-1.831
0.057,0.958,0.136,1.648,-3.296,-2.441
0.043,0.943,0.141,1.709,-3.601,-3.235
0.031,0.932,0.141,1.648,-3.174,-3.174
0.030,0.926,0.139,1.526,-1.587,-2.502
0.046,0.937,0.129,1.648,0.122,-1.587
0.053,0.946,0.127,2.075,0.854,-0.610
0.056,0.948,0.131,1.953,0.610,-0.122
0.060,0.952,0.135,1.099,0.488,0.122
0.062,0.951,0.140,0.610,0.183,0.183
0.061,0.951,0.143,0.671,0.000,0.183
0.062,0.952,0.142,1.160,0.061,0.000
0.064,0.954,0.138,1.770,0.244,-0.366
0.057,0.951,0.138,2.380,0.183,-0.610
0.053,0.955,0.139,2.502,0.183,-0.610
0.061,0.957,0.137,2.747,0.305,-0.732
0.055,0.951,0.134,2.869,0.122,-0.977
0.048,0.948,0.136,2.625,-0.305,-0.916
0.052,0.945,0.136,2.197,-0.549,-0.854
0.049,0.943,0.138,1.770,-0.427,-0.488
0.055,0.950,0.135,1.221,-0.305,-0.244
0.056,0.951,0.136,1.099,-0.488,-0.305
0.054,0.956,0.137,0.854,-0.732,-0.366
0.058,0.962,0.139,0.916,-0.793,-0.610
0.064,0.960,0.137,1.465,-0.671,-0.610
0.063,0.959,0.140,1.831,-0.793,-0.671
0.064,0.957,0.143,1.892,-0.610,-0.793
0.065,0.958,0.139,2.014,-0.549,-0.793
0.066,0.957,0.136,2.380,-0.671,-0.977
0.055,0.954,0.139,2.747,-1.038,-1.038
0.055,0.951,0.137,2.991,-1.099,-1.099
0.054,0.948,0.135,2.930,-1.038,-1.099
0.055,0.951,0.134,2.991,-1.282,-1.160
0.059,0.953,0.133,3.052,-1.282,-1.221
0.063,0.955,0.130,3.113,-1.221,-1.465
0.059,0.954,0.133,3.174,-1.221,-2.075

-0.486,-2.333,3.681,-244.141,583.618,22.339
4.000,2.277,4.000,-708.130,688.416,68.054
2.341,4.000,0.249,-307.617,232.361,109.253
-0.892,1.796,0.798,-148.437,-88.806,54.565
0.686,1.219,-0.655,64.880,-64.941,-9.521
1.087,1.391,-1.080,133.423,-60.181,-69.641
0.632,1.105,-0.342,94.055,-90.332,-84.045
-0.006,0.931,0.297,-8.240,-48.584,-18.616
0.244,0.808,0.070,-33.447,64.575,91.614
0.120,1.225,0.414,17.883,42.664,158.264
-0.199,0.992,0.330,36.682,12.695,92.529
-0.228,0.665,0.149,32.349,5.615,9.705
-0.145,0.581,0.030,39.612,-5.310,-11.841
-0.187,0.700,0.120,29.419,-21.912,-5.188
-0.140,0.750,0.117,9.399,-14.099,-4.333
-0.066,0.819,0.165,-1.160,-6.592,-6.104
-0.030,0.887,0.213,-1.526,-4.883,-7.019
-0.018,0.943,0.208,-0.977,-2.686,-6.226
-0.000,0.978,0.177,-1.282,-0.732,-5.249
0.030,1.008,0.150,-0.671,-0.488,-5.310
0.072,1.050,0.130,2.258,-1.648,-4.944
0.093,1.080,0.122,7.629,-3.113,-4.883
0.107,1.073,0.128,13.428,-4.028,-4.822
0.091,1.032,0.153,16.846,-4.395,-3.784
0.057,0.983,0.170,18.127,-3.784,-2.258
0.038,0.947,0.156,19.287,-2.869,-1.343
0.020,0.908,0.144,20.264,-2.380,-1.221
0.001,0.877,0.155,20.264,-2.014,-1.282
-0.010,0.860,0.172,16.907,-0.549,-1.404
-0.015,0.849,0.195,12.817,0.671,-1.282
-0.016,0.862,0.206,9.460,2.136,-1.343
0.004,0.896,0.186,7.812,3.601,-1.709
0.046,0.934,0.151,6.653,3.967,-2.869
0.057,0.964,0.151,5.615,3.479,-3.906
0.055,0.982,0.168,3.845,3.113,-3.845
0.056,0.985,0.184,2.014,3.357,-2.686
0.048,0.980,0.191,1.404,4.028,-1.709
0.044,0.974,0.187,2.014,4.639,-1.221
0.039,0.965,0.170,2.563,4.944,-0.916
0.025,0.951,0.152,2.197,4.700,-0.854
0.037,0.957,0.134,2.014,4.272,-0.732
0.047,0.954,0.143,2.014,3.418,-0.977
0.037,0.955,0.162,1.221,2.869,-0.610
0.046,0.968,0.176,1.038,3.174,0.183
0.061,0.969,0.179,1.831,3.540,0.244
0.056,0.969,0.178,3.540,3.235,-0.122
0.062,0.969,0.174,5.493,2.930,-0.671
0.057,0.968,0.163,6.714,2.563,-1.282
0.048,0.951,0.164,7.385,1.465,-1.770
0.042,0.946,0.179,7.690,1.038,-1.404
0.034,0.933,0.194,7.812,0.977,-1.221
0.032,0.933,0.191,8.240,1.160,-0.854
0.042,0.939,0.183,8.545,0.793,-1.160
0.040,0.939,0.183,8.545,-0.244,-1.648
0.032,0.934,0.193,8.179,-0.977,-2.014
0.027,0.931,0.203,7.507,-1.221,-1.709
0.030,0.935,0.197,6.836,-0.732,-1.282
0.040,0.948,0.189,6.226,-0.366,-1.221
0.044,0.954,0.187,6.104,-0.732,-1.526
0.040,0.950,0.186,6.104,-1.404,-1.648
0.045,0.955,0.181,6.348,-1.526,-1.587
0.053,0.956,0.186,6.470,-1.648,-1.465
0.052,0.953,0.195,6.104,-1.953,-1.526
0.049,0.949,0.192,5.676,-2.136,-1.404
0.044,0.943,0.191,5.676,-2.258,-1.221
0.033,0.931,0.186,5.493,-2.319,-0.977
0.024,0.919,0.183,4.944,-2.319,-0.671
0.011,0.905,0.180,3.967,-1.953,-0.549
0.002,0.901,0.193,2.930,-1.099,-0.488
0.008,0.909,0.198,1.831,0.244,-0.244
0.019,0.922,0.202,1.221,1.160,-0.122
0.026,0.934,0.201,1.221,1.465,-0.732
0.031,0.940,0.202,1.404,1.465,-1.404
0.042,0.956,0.194,1.709,1.343,-1.465
0.048,0.961,0.192,2.197,1.282,-1.404
0.038,0.956,0.195,2.625,0.977,-1.465
0.036,0.953,0.194,2.625,0.854,-0.977
0.035,0.948,0.197,2.563,0.916,-0.793
0.036,0.949,0.193,2.808,1.221,-0.854
0.032,0.941,0.200,3.235,1.465,-1.038
0.033,0.936,0.197,3.174,1.892,-1.282
0.036,0.935,0.194,2.930,2.197,-1.343
0.032,0.932,0.193,2.625,2.258,-1.526
0.034,0.939,0.190,2.563,2.319,-1.404
0.040,0.935,0.195,2.136,2.319,-1.282
0.038,0.936,0.201,1.709,2.319,-1.160
0.050,0.948,0.198,1.709,1.953,-1.221
0.054,0.951,0.196,1.892,1.404,-1.404
0.055,0.953,0.195,2.319,0.793,-1.709
0.052,0.951,0.205,2.930,0.305,-1.831
0.048,0.950,0.204,3.662,0.488,-1.709
0.046,0.945,0.205,4.028,0.732,-1.526
0.043,0.936,0.210,4.089,0.977,-1.404
0.046,0.937,0.207,4.517,1.221,-1.404
0.052,0.941,0.196,4.761,1.038,-1.587
0.049,0.939,0.199,4.700,0.244,-1.953
0.041,0.936,0.200,4.395,-0.427,-1.953
0.035,0.931,0.206,4.150,-0.610,-1.404
0.044,0.935,0.206,3.723,-0.305,-0.916
0.043,0.931,0.209,3.784,0.061,-0.549
0.036,0.927,0.212,3.479,0.244,-0.671
0.041,0.930,0.211,2.991,0.793,-1.038
0.052,0.941,0.207,2.808,1.038,-1.404
0.043,0.940,0.207,2.747,0.549,-1.831
0.049,0.946,0.206,2.686,0.183,-1.831
0.050,0.942,0.208,2.563,0.244,-1.526
0.047,0.944,0.210,2.441,0.122,-1.221
0.049,0.947,0.208,2.686,-0.061,-0.977
0.048,0.937,0.209,2.930,0.000,-1.038
0.047,0.938,0.209,2.625,0.305,-0.977
0.051,0.937,0.210,2.319,0.610,-0.854
0.049,0.933,0.214,2.380,0.977,-0.916
0.048,0.931,0.218,2.563,1.038,-0.916
0.050,0.932,0.216,2.808,1.343,-1.038
0.047,0.930,0.216,3.052,1.465,-1.160
0.049,0.930,0.211,3.357,1.709,-1.038
0.053,0.932,0.207,3.479,1.587,-0.916
0.050,0.934,0.207,3.174,1.465,-1.038
0.057,0.942,0.203,2.869,1.404,-1.099

4.000,4.000,2.891,-657.593,466.492,33.142
0.054,3.730,1.022,-193.115,15.503,111.450
-0.341,1.455,-0.053,-74.707,-61.035,57.434
1.475,1.457,-0.997,110.901,-24.963,-21.301
1.040,1.143,-0.879,79.224,-39.368,-76.233
0.321,1.322,-0.006,-16.113,-39.307,-22.095
0.247,1.103,-0.071,-19.775,17.761,53.284
0.121,1.020,0.217,27.161,19.226,74.707
-0.077,0.790,0.369,59.570,8.606,33.997
-0.051,0.572,0.229,66.895,9.155,-10.437
-0.176,0.615,0.144,44.617,0.122,-2.075
-0.174,0.635,0.069,16.968,-3.479,15.625
-0.127,0.685,0.035,5.859,-10.498,18.860
-0.091,0.741,0.110,1.099,-18.433,12.268
-0.054,0.823,0.176,-3.357,-17.761,6.165
0.003,0.936,0.212,-6.836,-10.681,3.540
0.053,1.018,0.202,-5.981,-4.150,-0.366
0.083,1.056,0.176,-2.014,-0.366,-4.944
0.089,1.062,0.157,2.869,2.197,-7.568
0.092,1.079,0.140,8.118,3.845,-7.141
0.106,1.103,0.114,13.733,3.479,-5.554
0.115,1.086,0.077,19.043,0.671,-4.822
0.084,1.037,0.087,23.254,-3.174,-4.395
0.040,0.970,0.123,25.146,-5.249,-3.418
0.008,0.905,0.153,25.024,-4.883,-1.160
-0.020,0.861,0.172,23.621,-3.723,1.526
-0.032,0.827,0.174,19.287,-1.770,2.014
-0.026,0.828,0.145,14.221,0.183,1.648
0.013,0.851,0.125,8.972,0.549,0.977
0.036,0.883,0.138,3.479,0.183,-0.488
0.043,0.913,0.169,-0.122,0.000,-1.282
0.053,0.934,0.197,-2.014,1.099,-0.732
0.054,0.943,0.203,-2.563,3.052,0.061
0.046,0.943,0.198,-2.258,5.615,0.366
0.049,0.954,0.191,-1.526,8.606,-0.061
0.072,0.976,0.168,-0.122,10.864,-0.183
0.113,1.015,0.123,1.953,11.169,-0.671
0.124,1.028,0.085,3.784,8.850,-1.953
0.093,1.024,0.092,3.967,5.310,-2.502
0.070,1.010,0.123,3.052,3.540,-1.526
0.051,0.976,0.147,3.113,3.052,0.366
0.034,0.949,0.164,3.662,2.747,1.404
0.035,0.934,0.161,4.517,2.808,2.197
0.053,0.931,0.142,5.310,3.235,2.014
0.059,0.928,0.125,5.310,2.869,1.038
0.058,0.929,0.124,4.456,1.831,0.427
0.064,0.939,0.132,3.235,0.427,0.061
0.069,0.953,0.142,2.319,-1.282,0.061
0.066,0.959,0.150,2.502,-2.991,-0.183
0.065,0.968,0.157,4.517,-3.723,-0.244
0.059,0.954,0.171,6.165,-3.235,-0.366
0.048,0.946,0.173,6.409,-2.014,-0.610
0.041,0.936,0.170,6.592,-1.282,-0.732
0.038,0.929,0.166,5.981,-0.977,-0.793
0.039,0.932,0.155,5.066,-1.099,-1.038
0.044,0.940,0.140,4.272,-1.709,-1.587
0.037,0.947,0.131,3.540,-2.563,-2.014
0.037,0.953,0.135,3.052,-3.357,-2.136
0.055,0.958,0.150,2.686,-3.479,-1.953
0.065,0.965,0.158,2.014,-3.662,-1.526
0.066,0.972,0.159,1.831,-4.028,-1.404
0.064,0.962,0.162,2.502,-4.333,-1.587
0.052,0.953,0.160,3.052,-4.211,-1.587
0.047,0.945,0.161,3.418,-3.845,-1.587
0.043,0.935,0.164,3.540,-3.052,-1.404
0.040,0.934,0.166,3.357,-2.197,-1.526
0.048,0.943,0.161,3.418,-1.526,-1.770
0.047,0.936,0.164,3.357,-1.587,-2.075
0.039,0.936,0.158,2.625,-0.854,-2.197
0.044,0.944,0.161,1.831,-0.244,-2.014
0.038,0.945,0.166,1.343,0.000,-1.831
0.035,0.940,0.164,1.770,0.305,-1.465
0.045,0.939,0.163,2.380,0.427,-1.099
0.065,0.952,0.165,2.686,0.366,-1.221
0.069,0.959,0.167,2.930,0.122,-1.709
0.063,0.958,0.169,2.869,-0.061,-1.892
0.054,0.949,0.173,2.930,0.183,-1.404
0.048,0.944,0.176,3.113,0.916,-0.977
0.056,0.947,0.163,3.113,1.587,-0.793
0.053,0.943,0.153,3.296,1.465,-1.160
0.052,0.949,0.157,3.113,0.977,-1.343
0.052,0.944,0.165,2.686,0.793,-1.404
0.051,0.941,0.174,2.319,0.916,-1.404
0.046,0.933,0.179,1.892,1.343,-1.282
0.042,0.927,0.185,1.465,1.709,-0.977
0.036,0.923,0.180,1.282,2.319,-0.671
0.041,0.933,0.162,1.038,2.625,-0.610
0.071,0.959,0.142,0.549,2.441,-0.671
0.069,0.965,0.156,0.305,1.465,-1.221
0.073,0.976,0.170,0.488,1.221,-1.099
0.077,0.973,0.180,1.526,1.221,-0.732
0.065,0.959,0.186,2.808,1.404,-0.610
0.054,0.944,0.189,3.906,1.831,-0.488
0.045,0.928,0.187,4.883,2.625,-0.366
0.021,0.906,0.176,4.883,3.113,-0.366
0.030,0.915,0.151,3.845,3.296,0.061
0.067,0.937,0.138,2.075,2.747,-0.061
0.052,0.946,0.157,0.610,1.221,-0.671
0.049,0.954,0.182,-0.061,0.916,-0.610
0.055,0.950,0.192,0.305,1.404,0.122
0.051,0.940,0.194,0.549,1.953,0.488
0.043,0.931,0.192,1.221,2.686,0.793
0.036,0.921,0.185,1.709,3.357,0.854
0.047,0.932,0.168,2.014,3.784,1.038
0.081,0.955,0.145,1.831,3.601,0.854
0.081,0.969,0.150,1.587,2.563,0.122
0.082,0.980,0.165,1.709,1.648,-0.427
0.083,0.974,0.180,2.625,1.343,-0.488
0.072,0.963,0.184,3.113,1.282,-0.183
0.071,0.958,0.169,3.479,0.977,-0.244
0.073,0.949,0.158,3.662,0.122,-0.549
0.058,0.935,0.160,2.991,-0.732,-1.099
0.047,0.926,0.173,2.136,-1.160,-1.221
0.047,0.929,0.178,0.977,-0.916,-0.977
0.052,0.936,0.183,0.671,-0.427,-0.916
0.061,0.946,0.180,0.732,-0.183,-1.221
0.062,0.950,0.180,1.160,-0.061,-1.465
0.066,0.953,0.178,1.343,0.122,-1.648
0.064,0.953,0.176,1.526,0.183,-1.587

4.000,3.877,3.533,-701.599,455.200,-6.836
0.247,4.000,0.736,-198.364,39.246,114.441
-0.597,1.533,0.112,-124.207,-4.456,58.838
1.531,1.452,-1.030,126.343,-1.282,-59.143
1.442,1.282,-0.913,94.727,-36.865,-146.240
0.708,1.381,-0.148,3.296,-53.040,-91.248
0.085,1.237,0.175,-60.913,-12.207,4.944
0.206,0.828,-0.037,-26.062,52.002,51.758
0.066,0.727,0.139,21.484,30.457,70.251
-0.123,0.821,0.177,36.133,6.409,53.894
-0.146,0.638,0.065,32.776,5.127,20.813
-0.114,0.603,-0.055,28.687,1.221,11.047
-0.108,0.631,-0.020,23.437,-17.578,11.414
-0.039,0.706,0.073,22.583,-35.034,9.094
-0.054,0.770,0.189,20.264,-39.734,3.967
0.001,0.845,0.182,7.935,-23.560,-6.592
0.046,0.926,0.170,-5.920,-5.981,-10.071
0.089,0.974,0.130,-9.827,2.869,-9.033
0.107,1.008,0.087,-8.423,5.920,-7.263
0.136,1.046,0.047,-5.188,7.812,-6.104
0.163,1.088,0.036,1.099,5.127,-5.066
0.199,1.117,0.014,8.484,1.099,-4.089
0.165,1.104,0.036,15.137,-2.991,-3.052
0.130,1.052,0.063,19.592,-5.432,-2.197
0.105,0.985,0.078,20.752,-5.127,-0.671
0.065,0.924,0.091,19.348,-3.723,2.625
0.054,0.900,0.087,18.311,-2.075,6.897
0.048,0.877,0.083,16.235,-1.648,10.193
0.030,0.874,0.096,13.062,-1.465,10.864
0.022,0.870,0.116,8.240,-0.244,8.789
0.020,0.868,0.141,4.639,1.221,4.761
0.020,0.868,0.151,2.014,3.540,1.160
0.026,0.884,0.148,1.404,6.409,-0.061
0.049,0.920,0.127,1.282,9.583,-0.732
0.112,0.968,0.073,1.709,11.475,-1.892
0.166,1.002,0.019,2.319,10.315,-3.418
0.162,1.038,0.029,1.770,6.287,-4.272
0.149,1.054,0.059,0.366,3.784,-4.028
0.142,1.049,0.078,0.000,3.723,-1.892
0.130,1.021,0.093,0.977,3.235,0.549
0.115,0.999,0.095,2.502,2.441,1.587
0.125,0.990,0.080,4.944,1.465,1.709
0.124,0.966,0.065,7.629,-0.610,0.793
0.097,0.944,0.080,8.789,-2.563,-0.183
0.075,0.924,0.106,8.484,-2.991,-0.122
0.061,0.907,0.124,7.507,-2.380,0.427
0.054,0.899,0.132,6.348,-1.099,1.038
0.061,0.905,0.128,5.310,0.183,1.160
0.101,0.942,0.098,5.432,0.793,0.366
0.126,0.965,0.067,6.165,0.000,-1.160
0.104,0.972,0.077,6.042,-2.014,-2.625
0.101,0.981,0.099,5.493,-1.892,-2.869
0.106,0.986,0.117,5.249,-0.854,-2.014
0.114,0.986,0.118,5.554,-0.366,-1.404
0.116,0.982,0.112,6.592,-0.793,-1.587
